0.0, 0.6, 0.3, 0.0, 0.0, 0.0, 0.1
0.0, 0.0, 0.5, 0.25, 0.1, 0.0, 0.15
0.0, 0.0, 0.0, 0.1, 0.05, 0.0, 0.85
0.0, 0.0, 0.0, 0.0, 0.3, 0.1, 0.6
0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.6
0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0

1, 2, 2, 1, 2, 3, 2
2, 1, 2, 1, 1, 3, 1
3, 2, 1, 3, 1, 2, 3
1, 1, 2, 3, 3, 1, 3
2, 3, 1, 2, 1, 3, 3
3, 1, 2, 1, 2, 3, 1
2, 3, 1, 3, 2, 1, 3

1.0, 5.0, 5.0, 2.0, 4.0, 3.0, 3.0
5.0, 3.0, 7.0, 10.0, 8.0, 4.0, 6.0
6.0, 4.0, 6.0, 4.0, 5.0, 6.0, 6.0
4.0, 6.0, 5.0, 12.0, 8.0, 7.0, 9.0
7.0, 8.0, 5.0, 9.0, 15.0, 12.0, 10.0
8.0, 6.0, 8.0, 7.0, 9.0, 10.0, 12.0
9.0, 7.0, 8.0, 10.0, 12.0, 9.0, 11.0

1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5
1.5, 1.0, 2.0, 2.0, 2.0, 1.0, 1.5
1.0, 1.5, 1.0, 1.0, 1.0, 2.0, 1.5
1.0, 2.0, 1.0, 3.0, 2.0, 2.5, 2.0
2.0, 2.5, 1.5, 3.0, 3.0, 2.5, 3.0
3.0, 2.0, 2.5, 2.0, 2.5, 3.0, 3.5
2.5, 3.0, 2.0, 3.0, 3.5, 2.5, 3.0

0, 2, 3, 1, 1, 1, 2
1, 3, 5, 7, 6, 2, 9
3, 2, 3, 3, 1, 1, 5
2, 3, 3, 4, 8, 7, 6
4, 4, 3, 5, 12, 10, 10
5, 3, 5, 3, 7, 9, 8
6, 5, 4, 7, 9, 7, 9

3, 8, 7, 4, 6, 4, 4
6, 9, 9, 12, 10, 6, 11
7, 5, 7, 5, 7, 7, 8
8, 7, 7, 14, 9, 8, 12
9, 10, 8, 12, 18, 14, 14
10, 9, 10, 8, 14, 16, 15
11, 10, 9, 13, 16, 14, 14

